Cinsiyet,65 Yaş Üstü,Medeni Durum,Bakma Sorumluluğu,Müşteri Olma Süresi(Ay),Ev Telefonu Aboneliği,Birden Fazla Abonelik Durumu,İnternet Aboneliği,Güvenlik Hizmeti Aboneliği,Yedekleme Hizmeti Aboneliği,Ekipman Güvenlik Aboneliği,Teknik Destek Aboneliği,IP Tv Aboneliği,Film Abonelği,Sözleşme Süresi,Online Fatura(Kağıtsız),Ödeme Şekli,Aylık Ücret,Toplam Ücret,Kayıp Durumu
Erkek,Evet,Bekar,Yok,11,Var,Var,DSL,Var,Var,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Havale,60.25,662.95,Yok
Kadın,Evet,Bekar,Yok,34,Yok,Telefon Hizmeti Yok,DSL,Yok,Var,Var,Yok,Var,Var,1 Aylık,Evet,Elektronik,56.25,1765.95,Yok
Erkek,Hayır,Bekar,Yok,54,Yok,Telefon Hizmeti Yok,DSL,Var,Var,Yok,Yok,Yok,Var,2 Yıllık,Hayır,Havale,46.2,2431.95,Yok
Kadın,Hayır,Bekar,Yok,3,Yok,Telefon Hizmeti Yok,DSL,Yok,Var,Yok,Yok,Var,Var,1 Aylık,Evet,Elektronik,50.6,155.35,Var
Kadın,Hayır,Evli,Var,72,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,24.9,1859.2,Yok
Kadın,Hayır,Evli,Var,40,Var,Var,Fiber Optik,Yok,Yok,Var,Var,Yok,Yok,1 Aylık,Evet,Elektronik,84.85,3303.05,Var
Kadın,Hayır,Evli,Var,2,Var,Yok,DSL,Yok,Yok,Yok,Yok,Var,Var,1 Aylık,Hayır,Mail,65.7,134.35,Var
Erkek,Hayır,Evli,Var,54,Var,Var,DSL,Yok,Yok,Var,Yok,Yok,Var,2 Yıllık,Hayır,Kredi Kartı,63.35,3409.1,Yok
Kadın,Hayır,Bekar,Yok,14,Var,Yok,DSL,Var,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Havale,50.1,709.5,Yok
Kadın,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Elektronik,70.5,70.5,Var
Kadın,Hayır,Bekar,Yok,10,Var,Var,Fiber Optik,Yok,Var,Var,Yok,Yok,Var,1 Aylık,Evet,Elektronik,94.85,953.45,Var
Kadın,Hayır,Bekar,Yok,1,Var,Yok,DSL,Var,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Elektronik,50.15,50.15,Yok
Erkek,Hayır,Bekar,Yok,1,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Hayır,Mail,19.75,19.75,Var
Erkek,Hayır,Bekar,Yok,56,Var,Var,DSL,Var,Var,Yok,Var,Yok,Yok,1 Yıllık,Evet,Havale,64.65,3665.55,Yok
Kadın,Hayır,Evli,Yok,68,Var,Yok,DSL,Var,Var,Yok,Var,Var,Var,2 Yıllık,Evet,Havale,79.6,5515.8,Yok
Kadın,Hayır,Evli,Var,14,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Evet,Mail,19.5,272.0,Yok
Erkek,Hayır,Evli,Var,68,Var,Yok,Fiber Optik,Var,Yok,Yok,Var,Var,Var,2 Yıllık,Evet,Elektronik,99.55,6668.0,Yok
Erkek,Evet,Evli,Yok,55,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,74.0,4052.4,Yok
Kadın,Hayır,Bekar,Yok,16,Yok,Telefon Hizmeti Yok,DSL,Var,Yok,Yok,Yok,Var,Yok,1 Aylık,Evet,Elektronik,38.9,664.4,Yok
Erkek,Evet,Bekar,Yok,9,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Var,1 Aylık,Evet,Elektronik,79.55,718.55,Yok
Erkek,Hayır,Evli,Var,14,Var,Yok,DSL,Var,Var,Yok,Yok,Var,Yok,1 Aylık,Evet,Elektronik,65.45,937.6,Var
Erkek,Evet,Evli,Yok,58,Var,Var,Fiber Optik,Yok,Yok,Var,Yok,Var,Var,1 Aylık,Evet,Elektronik,98.7,5812.6,Var
Erkek,Hayır,Bekar,Yok,53,Yok,Telefon Hizmeti Yok,DSL,Var,Var,Yok,Yok,Yok,Var,1 Aylık,Evet,Havale,46.3,2546.85,Yok
Erkek,Hayır,Evli,Yok,70,Var,Var,Fiber Optik,Var,Var,Var,Yok,Var,Yok,2 Yıllık,Evet,Kredi Kartı,99.35,6944.5,Yok
Kadın,Evet,Evli,Var,14,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Var,Var,1 Aylık,Evet,Elektronik,95.8,1346.3,Yok
Erkek,Hayır,Evli,Var,22,Var,Yok,DSL,Var,Yok,Var,Var,Var,Yok,1 Yıllık,Evet,Havale,67.5,1544.05,Var
Kadın,Hayır,Evli,Yok,10,Var,Var,Fiber Optik,Var,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Kredi Kartı,78.15,765.15,Yok
Kadın,Hayır,Evli,Var,29,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,26.1,692.55,Yok
Kadın,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,69.6,69.6,Var
Erkek,Hayır,Evli,Yok,49,Var,Var,DSL,Var,Yok,Var,Var,Var,Var,1 Yıllık,Hayır,Elektronik,84.35,4059.35,Var
Kadın,Evet,Evli,Yok,68,Var,Var,Fiber Optik,Yok,Var,Yok,Yok,Var,Var,1 Aylık,Evet,Elektronik,100.2,6851.65,Var
Kadın,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Var,Yok,1 Aylık,Hayır,Elektronik,78.05,78.05,Var
Kadın,Hayır,Bekar,Yok,30,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Yok,Var,Yok,Var,1 Yıllık,Evet,Kredi Kartı,40.35,1187.05,Yok
Kadın,Hayır,Evli,Yok,72,Var,Var,DSL,Var,Var,Var,Var,Var,Yok,2 Yıllık,Hayır,Kredi Kartı,79.2,5401.9,Yok
Kadın,Hayır,Bekar,Yok,10,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Evet,Mail,20.9,247.0,Yok
Erkek,Hayır,Bekar,Yok,7,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Elektronik,73.6,520.0,Var
Kadın,Hayır,Bekar,Yok,9,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,74.75,706.6,Var
Kadın,Hayır,Bekar,Var,1,Var,Yok,DSL,Var,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Mail,49.9,49.9,Yok
Kadın,Hayır,Bekar,Yok,20,Var,Var,DSL,Yok,Var,Yok,Var,Yok,Var,1 Aylık,Evet,Kredi Kartı,68.9,1370.35,Yok
Kadın,Hayır,Bekar,Yok,1,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Evet,Mail,20.25,20.25,Yok
Kadın,Hayır,Bekar,Yok,29,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Kredi Kartı,76.0,2215.25,Yok
Erkek,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Yok,Yok,Var,Yok,Yok,1 Aylık,Hayır,Elektronik,74.0,74.0,Yok
Erkek,Hayır,Bekar,Yok,3,Var,Yok,Fiber Optik,Var,Yok,Yok,Var,Yok,Yok,1 Aylık,Evet,Mail,82.3,214.4,Yok
Kadın,Hayır,Bekar,Yok,20,Var,Yok,Fiber Optik,Var,Yok,Var,Yok,Var,Yok,1 Aylık,Evet,Havale,89.4,1871.15,Yok
Erkek,Hayır,Bekar,Var,64,Var,Yok,Fiber Optik,Yok,Var,Yok,Var,Var,Var,1 Aylık,Evet,Kredi Kartı,99.15,6171.2,Yok
Erkek,Hayır,Bekar,Yok,1,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Evet,Mail,20.2,20.2,Var
Kadın,Hayır,Bekar,Yok,6,Yok,Telefon Hizmeti Yok,DSL,Var,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Havale,29.45,161.45,Yok
Erkek,Hayır,Evli,Yok,50,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Elektronik,19.8,1013.2,Yok
Erkek,Hayır,Bekar,Yok,6,Var,Yok,DSL,Var,Yok,Yok,Yok,Yok,Var,1 Aylık,Evet,Havale,59.15,336.7,Yok
Erkek,Hayır,Evli,Var,7,Var,Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Elektronik,44.75,333.65,Yok
Erkek,Hayır,Evli,Var,72,Var,Var,Fiber Optik,Yok,Yok,Var,Yok,Yok,Var,2 Yıllık,Evet,Kredi Kartı,90.8,6511.8,Yok
Erkek,Hayır,Evli,Yok,8,Var,Yok,DSL,Yok,Var,Yok,Yok,Yok,Yok,1 Aylık,Evet,Havale,49.55,393.45,Yok
Kadın,Hayır,Evli,Var,67,Var,Var,Fiber Optik,Var,Yok,Yok,Var,Var,Var,2 Yıllık,Hayır,Kredi Kartı,106.7,7009.5,Yok
Kadın,Evet,Evli,Yok,24,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Var,Var,1 Aylık,Evet,Elektronik,93.55,2264.05,Var
Kadın,Hayır,Evli,Yok,72,Var,Var,Fiber Optik,Var,Var,Yok,Yok,Yok,Var,2 Yıllık,Evet,Kredi Kartı,94.45,6921.7,Yok
Erkek,Hayır,Evli,Var,33,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Evet,Havale,19.45,600.25,Yok
Erkek,Hayır,Bekar,Yok,2,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,25.05,56.35,Var
Erkek,Hayır,Evli,Yok,70,Var,Yok,DSL,Var,Var,Yok,Var,Yok,Var,2 Yıllık,Hayır,Mail,67.95,4664.15,Yok
Kadın,Hayır,Bekar,Yok,22,Var,Yok,DSL,Yok,Var,Var,Yok,Var,Yok,1 Yıllık,Hayır,Havale,65.25,1441.8,Yok
Kadın,Hayır,Bekar,Yok,59,Var,Var,Fiber Optik,Var,Var,Var,Yok,Yok,Var,1 Aylık,Evet,Havale,99.45,5623.7,Yok
Erkek,Hayır,Bekar,Yok,36,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Evet,Kredi Kartı,20.35,695.85,Yok
Kadın,Hayır,Evli,Var,51,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,19.95,1028.75,Yok
Erkek,Hayır,Evli,Yok,53,Var,Var,DSL,Var,Yok,Var,Var,Var,Yok,1 Yıllık,Hayır,Havale,77.4,4155.95,Yok
Kadın,Hayır,Evli,Var,20,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Havale,19.7,395.6,Yok
Erkek,Hayır,Evli,Yok,63,Var,Yok,Fiber Optik,Var,Yok,Var,Yok,Var,Var,2 Yıllık,Hayır,Kredi Kartı,99.7,6330.4,Yok
Kadın,Hayır,Bekar,Yok,40,Var,Yok,Fiber Optik,Yok,Var,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Kredi Kartı,74.8,2971.7,Yok
Erkek,Hayır,Bekar,Yok,35,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Evet,Mail,19.15,638.0,Yok
Erkek,Hayır,Evli,Var,26,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Var,1 Yıllık,Hayır,Havale,78.95,2034.25,Yok
Erkek,Evet,Evli,Yok,27,Var,Var,Fiber Optik,Yok,Var,Var,Yok,Yok,Var,1 Aylık,Evet,Elektronik,95.55,2510.2,Var
Erkek,Hayır,Bekar,Var,53,Var,Yok,DSL,Var,Var,Yok,Var,Yok,Yok,1 Yıllık,Hayır,Kredi Kartı,62.85,3419.5,Yok
Erkek,Evet,Evli,Yok,34,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Kredi Kartı,71.55,2427.35,Yok
Kadın,Evet,Evli,Yok,19,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Var,Var,1 Aylık,Evet,Elektronik,94.95,1760.25,Yok
Erkek,Hayır,Evli,Yok,43,Var,Yok,Fiber Optik,Var,Var,Var,Yok,Yok,Yok,1 Aylık,Evet,Kredi Kartı,86.1,3551.65,Yok
Erkek,Hayır,Evli,Var,6,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Hayır,Mail,19.55,122.9,Yok
Erkek,Hayır,Bekar,Var,56,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Evet,Mail,24.8,1424.2,Yok
Erkek,Hayır,Bekar,Yok,57,Yok,Telefon Hizmeti Yok,DSL,Yok,Var,Yok,Yok,Var,Yok,1 Aylık,Evet,Elektronik,39.3,2111.45,Var
Erkek,Hayır,Evli,Var,34,Var,Yok,Fiber Optik,Yok,Yok,Var,Yok,Var,Yok,1 Aylık,Evet,Mail,84.05,2909.95,Yok
Kadın,Hayır,Bekar,Yok,10,Yok,Telefon Hizmeti Yok,DSL,Yok,Var,Yok,Var,Yok,Yok,1 Aylık,Hayır,Elektronik,36.25,374.0,Yok
Kadın,Hayır,Bekar,Yok,1,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Evet,Mail,20.25,20.25,Var
Kadın,Hayır,Bekar,Yok,13,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,23.9,300.8,Var
Erkek,Hayır,Bekar,Yok,56,Var,Var,Fiber Optik,Yok,Var,Yok,Yok,Var,Var,1 Aylık,Hayır,Elektronik,98.6,5581.05,Yok
Kadın,Hayır,Evli,Yok,55,Var,Var,Fiber Optik,Yok,Var,Var,Yok,Var,Var,1 Aylık,Evet,Kredi Kartı,103.65,5676.65,Yok
Kadın,Hayır,Evli,Var,36,Var,Var,DSL,Var,Var,Var,Var,Var,Var,2 Yıllık,Evet,Kredi Kartı,92.9,3379.25,Yok
Erkek,Hayır,Evli,Yok,47,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Havale,19.9,942.95,Yok
Kadın,Hayır,Evli,Var,12,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Evet,Kredi Kartı,20.1,232.4,Yok
Kadın,Hayır,Bekar,Yok,1,Var,Yok,Fiber Optik,Yok,Yok,Var,Yok,Var,Yok,1 Aylık,Evet,Elektronik,85.45,85.45,Var
Erkek,Evet,Bekar,Yok,24,Var,Var,Fiber Optik,Yok,Var,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,80.5,2088.45,Yok
Kadın,Hayır,Bekar,Yok,63,Var,Var,Fiber Optik,Yok,Var,Yok,Yok,Var,Var,1 Yıllık,Hayır,Havale,99.9,6137.0,Var
Kadın,Evet,Bekar,Yok,35,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Var,Yok,Var,Yok,1 Aylık,Evet,Elektronik,39.85,1434.6,Yok
Kadın,Hayır,Bekar,Yok,67,Var,Yok,DSL,Var,Var,Yok,Var,Yok,Yok,1 Yıllık,Hayır,Kredi Kartı,60.5,3870.0,Yok
Erkek,Hayır,Bekar,Yok,25,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Var,1 Aylık,Evet,Elektronik,84.8,2043.45,Var
Erkek,Hayır,Bekar,Yok,21,Var,Var,Fiber Optik,Var,Yok,Var,Yok,Var,Var,1 Aylık,Hayır,Mail,103.85,2215.0,Yok
Kadın,Hayır,Bekar,Yok,13,Var,Yok,DSL,Var,Var,Yok,Var,Yok,Var,1 Aylık,Hayır,Havale,67.8,842.25,Yok
Erkek,Hayır,Evli,Yok,35,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,75.2,2576.2,Var
Erkek,Evet,Evli,Yok,71,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Havale,24.85,1901.0,Yok
Kadın,Hayır,Bekar,Yok,29,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Hayır,Kredi Kartı,19.35,601.6,Yok
Erkek,Hayır,Evli,Yok,71,Yok,Telefon Hizmeti Yok,DSL,Yok,Var,Yok,Yok,Var,Var,2 Yıllık,Hayır,Elektronik,49.35,3515.25,Var
Erkek,Evet,Evli,Yok,7,Var,Yok,Fiber Optik,Yok,Yok,Yok,Yok,Var,Var,1 Aylık,Evet,Elektronik,89.0,605.45,Yok
Kadın,Evet,Bekar,Yok,57,Yok,Telefon Hizmeti Yok,DSL,Yok,Var,Var,Yok,Var,Var,1 Aylık,Evet,Elektronik,55.0,3094.05,Yok
Erkek,Hayır,Evli,Yok,65,Var,Var,DSL,Var,Yok,Var,Var,Yok,Var,2 Yıllık,Hayır,Havale,76.15,4929.55,Yok
Erkek,Hayır,Bekar,Yok,27,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Mail,20.3,595.05,Yok
Erkek,Hayır,Bekar,Yok,6,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,74.9,469.8,Var
Kadın,Evet,Bekar,Yok,72,Var,Var,Fiber Optik,Var,Var,Var,Var,Var,Var,2 Yıllık,Evet,Kredi Kartı,117.35,8436.25,Yok
Erkek,Hayır,Bekar,Yok,1,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Evet,Mail,19.75,19.75,Yok
Erkek,Hayır,Bekar,Yok,11,Var,Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Kredi Kartı,45.2,492.0,Yok
Erkek,Hayır,Evli,Var,39,Var,Var,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Mail,25.2,987.95,Yok
Kadın,Evet,Bekar,Yok,59,Var,Var,Fiber Optik,Var,Var,Var,Yok,Yok,Yok,1 Aylık,Evet,Elektronik,89.75,5496.9,Yok
Erkek,Hayır,Bekar,Yok,26,Var,Yok,DSL,Var,Yok,Yok,Var,Var,Var,1 Yıllık,Hayır,Havale,75.0,1908.35,Yok
Erkek,Evet,Bekar,Yok,2,Var,Yok,DSL,Yok,Yok,Var,Yok,Yok,Yok,1 Aylık,Hayır,Mail,49.95,107.1,Yok
Kadın,Hayır,Evli,Var,72,Yok,Telefon Hizmeti Yok,DSL,Var,Var,Var,Var,Var,Var,2 Yıllık,Hayır,Havale,65.7,4575.35,Yok
Erkek,Hayır,Evli,Yok,65,Var,Var,DSL,Var,Var,Var,Yok,Yok,Yok,1 Yıllık,Hayır,Kredi Kartı,67.05,4309.55,Yok
Erkek,Hayır,Evli,Var,72,Var,Var,Fiber Optik,Yok,Var,Var,Var,Var,Var,2 Yıllık,Hayır,Kredi Kartı,110.9,7922.75,Yok
Erkek,Hayır,Bekar,Yok,6,Var,Var,Fiber Optik,Yok,Yok,Yok,Var,Yok,Var,1 Aylık,Evet,Havale,87.95,522.35,Yok
Erkek,Evet,Bekar,Yok,32,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Kredi Kartı,19.8,587.7,Yok
Kadın,Hayır,Evli,Yok,50,Var,Var,DSL,Yok,Yok,Var,Yok,Var,Var,1 Yıllık,Hayır,Havale,75.7,3876.2,Yok
Erkek,Hayır,Evli,Yok,61,Yok,Telefon Hizmeti Yok,DSL,Var,Yok,Var,Var,Var,Var,2 Yıllık,Evet,Mail,62.15,3778.85,Yok
Kadın,Hayır,Bekar,Yok,15,Var,Yok,Fiber Optik,Yok,Var,Var,Yok,Var,Var,1 Aylık,Evet,Elektronik,101.25,1457.25,Var
Erkek,Hayır,Evli,Yok,72,Var,Var,Fiber Optik,Var,Var,Var,Var,Var,Var,2 Yıllık,Hayır,Havale,115.15,8349.45,Yok
Erkek,Hayır,Bekar,Yok,9,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Evet,Mail,18.95,185.6,Var
Kadın,Hayır,Bekar,Yok,1,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Hayır,Mail,19.5,19.5,Yok
Kadın,Hayır,Bekar,Yok,12,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Var,1 Aylık,Evet,Elektronik,86.55,1066.9,Yok
Kadın,Hayır,Bekar,Yok,37,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Yok,Var,Yok,Yok,1 Aylık,Hayır,Kredi Kartı,28.6,973.55,Var
Erkek,Hayır,Evli,Var,61,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Mail,20.4,1226.45,Yok
Erkek,Hayır,Evli,Var,18,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Havale,19.8,342.3,Yok
Erkek,Hayır,Bekar,Var,21,Var,Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Mail,45.65,985.05,Yok
Erkek,Hayır,Evli,Var,68,Yok,Telefon Hizmeti Yok,DSL,Var,Var,Var,Var,Yok,Var,2 Yıllık,Evet,Mail,56.4,3948.45,Yok
Erkek,Evet,Bekar,Yok,12,Var,Var,Fiber Optik,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Evet,Kredi Kartı,73.3,828.05,Yok
Kadın,Evet,Bekar,Yok,2,Yok,Telefon Hizmeti Yok,DSL,Yok,Yok,Yok,Yok,Yok,Yok,1 Aylık,Hayır,Elektronik,24.35,41.85,Var
Kadın,Hayır,Evli,Yok,62,Var,Var,Fiber Optik,Yok,Yok,Var,Yok,Var,Var,1 Aylık,Evet,Elektronik,101.35,6164.7,Yok
Kadın,Evet,Bekar,Yok,29,Var,Var,Fiber Optik,Yok,Yok,Yok,Var,Var,Var,1 Aylık,Hayır,Elektronik,98.65,2862.75,Var
Erkek,Hayır,Bekar,Var,1,Yok,Telefon Hizmeti Yok,DSL,Yok,Var,Yok,Var,Yok,Yok,1 Aylık,Hayır,Mail,33.6,33.6,Yok
Erkek,Evet,Evli,Yok,5,Var,Var,Fiber Optik,Yok,Yok,Var,Yok,Yok,Yok,1 Aylık,Evet,Havale,79.9,343.95,Var
Kadın,Hayır,Bekar,Yok,1,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Aylık,Hayır,Elektronik,20.7,20.7,Yok
Erkek,Hayır,Bekar,Var,62,Var,Var,Fiber Optik,Yok,Yok,Var,Var,Var,Var,2 Yıllık,Evet,Elektronik,104.05,6590.5,Yok
Kadın,Hayır,Evli,Var,36,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,2 Yıllık,Hayır,Havale,20.25,717.95,Yok
Kadın,Evet,Bekar,Yok,28,Var,Var,Fiber Optik,Yok,Yok,Var,Var,Var,Var,1 Aylık,Evet,Elektronik,103.3,2890.65,Var
Kadın,Hayır,Evli,Var,69,Var,Var,DSL,Var,Var,Yok,Var,Var,Yok,1 Yıllık,Hayır,Kredi Kartı,73.7,4885.85,Yok
Kadın,Hayır,Evli,Yok,11,Var,Var,Fiber Optik,Var,Yok,Yok,Var,Var,Yok,1 Aylık,Evet,Kredi Kartı,96.2,1222.05,Var
Kadın,Hayır,Evli,Yok,63,Var,Var,Fiber Optik,Yok,Var,Var,Var,Var,Var,1 Aylık,Evet,Elektronik,108.75,6871.7,Yok
Erkek,Hayır,Bekar,Yok,23,Var,Yok,Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,Internet Hizmeti Yok,1 Yıllık,Hayır,Havale,20.15,405.6,Yok
